web_scraper_order,web_scraper_start_url,product_link,product_name,price,rating,seller,category,brand,condition,sold_num,rating_count,review_count
1774595318-12,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/acerid/acer-aspire-lite-14-upgradable-ram-ryzen-3-ringan-1-1-kg-office-2024-al14-42p-r1d5-ryzen-3-5300u-8gb-512gb-integrated-14-wuxga-w11-ohs-m365-rose-sakura-laptop-pelajar-mahasiswa-dan-pekerja-1734524245398094869?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"Acer Aspire Lite 14 Upgradable RAM | Ryzen 3 | Ringan 1,1 Kg Office 2024 AL14-42P-R1D5 RYZEN 3 5300U 8GB 512GB INTEGRATED 14"" WUXGA W11 OHS+M365 ROSE SAKURA - Laptop Pelajar, mahasiswa, dan pekerja - Pink, 8GB, Kaspersky",65190000.0,5.0,Acer Official Authorized Store,Laptop,ACER,Baru,7,1.0,1
1774595323-13,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/wei-1/acer-aspire-lite-al14-53m-i3-1315u-8gb-512gb-ssd-14-wuxga-ips-win11-ohs-1733123250403640795?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"ACER Aspire Lite AL14-53M i3-1315U 8GB 512GB SSD 14""WUXGA IPS Win11 OHS - 8GB+256GB, TANPA ANTIGORES",73490000.0,5.0,We Itech,Laptop,ACER,Baru,250,162.0,49
1774595330-14,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/agresid/acer-aspire-lite-14-al14-core-i3-n355-8gb-512gb-w11-ohs-14-0wuxga-ips-1733386876425503811?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"ACER ASPIRE LITE 14 AL14 CORE i3 N355 8GB 512GB W11+OHS 14"" 0WUXGA IPS - Non Bundle, 8GB 256GB FHD",72490000.0,5.0,AGRES ID,Laptop,ACER,Baru,9,4.0,3
1774595337-15,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/netronic-laptop/acer-aspire-a314-35-intel-n5100-ram-8gb-ssd-512gb-14-inch-win-10-ms-office-1734488394010887682?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"ACER ASPIRE A314-35 INTEL N5100 RAM 8GB SSD 512GB 14"" INCH WIN 10 + MS OFFICE - 4GB / SSD 256GB",26331000.0,5.0,Netronic Laptop,Laptop,ACER,Baru,2,1.0,1
1774595342-16,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/agresiddepok/acer-aspire-go-14-ag14-i3-1315-16gb-512gb-win-11-office-14-0-wuxga-ips-1732700623933899925?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"Acer Aspire Go 14 AG14 I3 1315 16GB 512GB Win 11 +Office 14.0"" WUXGA IPS - NON BUNDLE, 8GB - 256GB",74990000.0,0.0,Agres ID Depok,Laptop,ACER,Baru,3,0.0,0
1774595348-17,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/redstarelectronic/terlaris-laptop-acer-aspire-core-i3-ram-8gb-1tb-windows-10-14-inch-4gb-500gb?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,TERLARIS ! Laptop ACER Aspire Core i3 Ram 8GB/1TB Windows 10 14 inch - 4GB/500GB,21500000.0,4.3,RedStar Electronic,Laptop,ACER,Baru,60,36.0,15
1774595354-18,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/agresidjogja/acer-aspire-lite-al14-i3-n355-8gb-256gb-14-0-wuxga-w11-ohs-32p-37oz-37sa-1732656400950461697?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,Acer Aspire Lite AL14 | I3 N355 8GB 256GB 14.0 WUXGA W11 + OHS -32P-37OZ/37SA - Silver,70750000.0,5.0,AGRES ID JOGJA,Laptop,ACER,Baru,6,2.0,0
1774595360-19,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/gamer-id-bogor/laptop-acer-aspire-lite-al14-n150-8gb-512gb-w11-ohs-14-0-wuxga-1731768427675289449?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"Laptop Acer Aspire Lite al14 n150 8gb 512gb w11+Ohs 14.0 Wuxga - 8GB-256GB, Laptop",58890000.0,5.0,Gamer ID Bogor,Laptop,ACER,Baru,17,9.0,1
1774595366-20,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/starcompsolo/acer-aspire-lite-al14-32p-c2ss-intel-n150-8gb-256gb-14-wuxga-w11-ohs-1732833607948600952?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch%26whid%3D19300518,"Acer Aspire Lite AL14-32P-C2SS Intel N150 8GB 256GB 14"" WUXGA W11+OHS",54990000.0,0.0,Starcomp Solo,Laptop,ACER,Baru,0,0.0,0
1774595372-21,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/royalltech/laptop-acer-aspire-lite-al14-32p-intel-n150-8gb-ram-512gb-ssd-windows-11-ohs-m365-14-wuxga-laptop-consumer-1734243031838852599?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"Laptop ACER Aspire Lite AL14 32P Intel N150 8GB RAM 512GB SSD Windows 11 + OHS + M365 14â WUXGA - LAPTOP CONSUMER - LAPTOP, RAM 8GB/256GB SSD",58740000.0,5.0,royalltech,Laptop,ACER,Baru,500,41.0,24
1774595378-22,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/intelstore-id/acer-swift-sf14-ai-oled-ultra-5-226v-16gb-1tb-ssd-14-wuxga-w11-ohs-1730906115672081834?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"Acer Swift SF14 AI Oled - Ultra 5 226V 16GB 1TB SSD 14"" WUXGA W11+OHS - Non Bundle, Windows 11 HOME",166990000.0,5.0,INTEL STORE ID,Laptop,ACER,Baru,12,6.0,5
1774595384-23,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/acer-tangerang/acer-aspire-lite-14-al14-37p-c18u-nx-dgysn-001-intel-n150-8gb-512gb-14-0-fhd-ips-win11-ohs2024-pink-1733264030863951148?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,ACER Aspire Lite 14 AL14-37P-C18U NX.DGYSN.001 - Intel N150/8GB/512GB/14.0 FHD IPS/WIN11+OHS2024/PINK,63890000.0,0.0,Acer Authorized Store Tangerang,Laptop,ACER,Baru,2,0.0,0
1774595390-24,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/amd-id/acer-aspire-lite-al15-ryzen-5-7430u-8gb-512gb-w11-ohs-m365b-15-0fhd-ips-42p-r50p-1732443344317547899?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch%26whid%3D79275,"Acer Aspire Lite AL15 Ryzen 5 7430U 8GB 512GB W11+OHS+M365B 15.0FHD IPS -42P.R50P - Silver (8GB / 512GB), Standard",77990000.0,5.0,AMD Official Store,Laptop,ACER,Baru,100,13.0,10
1774595396-25,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/agres-id-bintaro/acer-aspire-lite-14-al14-n150-8gb-512gb-w11-ohs-m365b-14-0wuxga-blu-32p-c1es-1732893479734314855?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"ACER ASPIRE LITE 14 AL14 N150 8GB 512GB W11+OHS+M365B 14.0WUXGA BLU -32P.C1ES - LAPTOP ONLY, BLUE , 8GB/256GB",58990000.0,5.0,Agres ID Bintaro,Laptop,ACER,Baru,2,1.0,0
1774595402-26,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/acer-indonesia/acer-laptop-2-in-1-aspire-go-spin-14-agsp14-31pt-386w-14-wuxga-intel-core-3-n355-ram-8gb-storage-512gb-ssd-graphics-intel-uhd-windows-11-1730909995895195528?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"ACER LAPTOP 2 IN 1 ASPIRE GO SPIN 14 AGSP14-31PT-386W 14"" WUXGA INTEL CORE 3 N355 RAM 8GB STORAGE 512GB SSD GRAPHICS INTEL UHD WINDOWS 11",85490500.0,5.0,Acer Indonesia,Laptop,ACER,Baru,16,8.0,2
1774595411-27,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/intelstore-id/laptop-acer-aspire-lite-al14-core-3-n355-ram-8gb-512gb-ssd-14-wuxga-ips-1730979976392050090?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"Laptop Acer Aspire Lite AL14 - CORE 3 N355 Ram 8GB 512GB SSD 14""WUXGA IPS - Non Bundle, Windows 11 HOME",151990000.0,0.0,INTEL STORE ID,Laptop,ACER,Baru,30,0.0,0
1774595418-28,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/els-semarang/acer-aspire-lite-al14-37p-intel-n150-8gb-ssd-512gb-14-w11-oh2024-fresh-blue-1733150025666364734?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"Acer Aspire Lite AL14 37P Intel N150 8GB SSD 512GB 14"" W11+OH2024 - Fresh Blue",64650000.0,5.0,ELS Computer - Semarang,Laptop,ACER,Baru,3,1.0,1
1774595424-29,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/alienwareofficial/acer-aspire-lite-14-al14-n150-i3-n355-i5-13500h-i7-12650h-8gb-16gb-256gb-512gb-w11-ohs-14-0wuxga-1732937729958708499?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch%26whid%3D1496513,ACER ASPIRE LITE 14 AL14 N150/i3-N355/i5-13500H/i7-12650H 8GB/16GB 256GB/512GB W11+OHS 14.0WUXGA - N150 8GB 256GB BLUE/SILVER,58990000.0,5.0,AI Official Store,Laptop,ACER,Baru,750,6.0,3
1774595430-30,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/elevenlaptop/acer-aspire-lite-14-al14-n150-8gb-256gb-w11-ohs-m365b-14-0wuxga-1733823250310858460?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"ACER ASPIRE LITE 14 AL14 N150 8GB 256GB W11+OHS+M365B 14.0WUXGA - 8BG/256GB, Unit Only",58890000.0,0.0,Eleven Laptop,Laptop,ACER,Baru,0,0.0,0
1774595436-31,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/hosanacomp/laptop-acer-a315-i5-1235u-8gb-512gb-ssd-15-6-fhd-dos-8gb-256gb-ssd-6f027?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"LAPTOP ACER A315 I5 1235U 8GB 512GB SSD 15.6"" FHD DOS - 8GB 256GB SSD",69990000.0,5.0,HOSANA COMPUTER,Laptop,ACER,Baru,40,14.0,6
1774595442-32,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/agresidsukabumi/acer-aspire-lite-14-al14-n100-8gb-512gb-w11-ohs-14-0wuxga-slv-31p-c0g4-1731333055441307440?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"ACER ASPIRE LITE 14 AL14 N100 8GB 512GB W11+OHS 14.0WUXGA SLV -31P.C0G4 - UNIT ONLY, 8GB 512GB",56990000.0,5.0,Agres ID Sukabumi,Laptop,ACER,Baru,2,1.0,1
1774595447-33,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/acer-moi/acer-aspire-go-spin-14-core-3-n355-8gb-512gb-w11-ohs-2in1-with-stylus-pen-agsp14-31pt-386w-1730817243001357938?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,Acer Aspire Go Spin 14 - Core 3 N355 8GB 512GB W11+OHS | 2in1 with Stylus Pen - AGSP14-31PT-386W - Unit Only,85990000.0,5.0,Acer Exclusive Store Mall of Indonesia,Laptop,ACER,Baru,7,2.0,2
1774595453-34,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/protechcom/acer-predator-helios-18-ai-ultra-9-275hx-64gb-2tb-rtx5080-16gb-18-wqxga-miniled-250hz-100dcip3-pkrgb-w11-ohs-1733280799635965856?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch%26whid%3D375893,"ACER PREDATOR HELIOS 18 AI ULTRA 9-275HX 64GB 2TB RTX5080 16GB 18"" WQXGA MINILED 250HZ 100DCIP3 PKRGB W11+OHS - UNIT",819990000.0,5.0,ProTech Com,Laptop,ACER,Baru,13,6.0,3
1774595459-35,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/gamer-id-jakarta-selatan/msi-datamag-20gbps-1tb-2tb-magnetic-portable-ssd-eksternal-iphone-friendly-1732409043630655443-1734634588236515283?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"Acer Aspire Lite 14 AL14 I3 N355 RAM 16GB SSD 512GB W11+OHS+M365B 14.0 WUXGA IPS Garansi Resmi - SILVER, [8GB/256GB] FHD",72390000.0,0.0,Gamer ID Jakarta Selatan,Laptop,ACER,Baru,26,0.0,0
1774595465-36,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/intelstore-id/acer-aspire-a14-51m-core-7-150u-16gb-512gb-ssd-14-wuxga-ips-w11-ohs-1732710072120018346?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"Acer Aspire A14 51M - Core 7 150U 16GB 512GB SSD 14"" WUXGA IPS W11+OHS - NON BUNDLING, 512GB",113990000.0,5.0,INTEL STORE ID,Laptop,ACER,Baru,8,5.0,3
1774595471-37,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/optimatechstore/acer-aspire-lite-14-al14-n150-8gb-256gb-w11-ohs-m365b-14-0-wuxga-1729925236431422824?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"Acer Aspire Lite 14 AL14 N150 8GB 256GB W11+OHS+M365B 14.0 WUXGA - Unit Only, 8/256GB",58990000.0,5.0,Optima Tech,Laptop,ACER,Baru,4,2.0,1
1774595477-38,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/laptop-project-id/acer-aspire-lite-al14-intel-n150-8gb-512gb-win11-office-2024-14-wuxga-ips-1733275261623829829?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"ACER Aspire Lite AL14 Intel N150 8GB 512GB Win11 + Office 2024 14"" WUXGA IPS - LAPTOP, 8/256 BLUE FHD",58890000.0,5.0,LAPTOP PROJECT ID,Laptop,ACER,Baru,3,1.0,0
1774595483-39,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/acer-authorized-jakarta-utara/acer-aspire-lite-14-al14-53m-36gd-i3-1315u-8gb-512gb-ssd-14-wuxga-ips-w11h-ohs24-m365-1734356505489605982?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"ACER ASPIRE LITE 14 AL14 53M 36GD I3 1315U 8GB 512GB SSD 14"" WUXGA IPS W11H OHS24 M365 - Unit Only, 8GB",74000000.0,5.0,Acer Authorized Jakarta Utara,Laptop,ACER,Baru,12,4.0,2
1774595489-40,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/it-galeri-ratu-plaza/acer-aspire-lite-al14-37p-c39a-intel-n150-8gb-256gb-14-0-fhd-ips-win11-ohs2024-pink-1734113773705529026?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,Acer Aspire Lite AL14-37P-C39A - INTEL N150/8GB/256GB/14.0 FHD IPS/WIN11+OHS2024/PINK - Unit,59990000.0,0.0,IT Galeri Ratu Plaza_NEW,Laptop,ACER,Baru,0,0.0,0
1774595495-41,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/infonet-official-store/acer-aspire-lite-al14-32p-37ce-core-3-n355-8gb-512gb-uma-14-ips-wuxga-w11h-oh2024-1732093348454237896?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,"ACER ASPIRE LITE AL14-32P-37CE CORE 3 N355 8GB 512GB UMA 14"" IPS WUXGA W11H OH2024 - UNIT ONLY",66500000.0,5.0,Infonet Official Store,Laptop,ACER,Baru,9,4.0,2
1774595501-42,https://www.tokopedia.com/search?condition=1&navsource=&srp_component_id=04.06.00.00&srp_page_id=&srp_page_title=&st=&q=ACER,https://www.tokopedia.com/digitalzone/acer-aspire-lite-al14-32p-n150-8gb-256gb-w11-ohs-m365-14-0-wuxga-ips-1y-3ear-1733421923978020220?extParam=ivf%3Dfalse%26keyword%3Dacer%26search_id%3D202603270706475B8ADD2A5D98B109ADLB%26src%3Dsearch,ACER ASPIRE LITE AL14-32P N150 8GB 256GB W11 OHS+M365 14.0 WUXGA IPS 1Y-3EAR - 8.256GB,58990000.0,0.0,DIGITAL ZONE_NEW,Laptop,ACER,Baru,2,0.0,0
